"","age","gender","status","salary","bank","activity","amount"
"2283",34,"Male","Single",2946,"bandit-radinou","Trading Cards",44
"2284",36,"Female","Married",3962,"bandit-picsou","Dachshunds",448
"2285",37,"Male","Married",4001,"bandit-picsou","Dachshunds",261
"2286",28,"Female","Single",2888,"bandit-donsaluste","Dachshunds",537
"2287",83,"Female","Widowed",4682,"bandit-profit","Brass Animals",108
"2288",55,"Female","Married",4442,"bandit-profit","Dachshunds",272
"2289",69,"Male","Married",4306,"bandit-profit","Dachshunds",464
"2290",45,"Female","Married",3956,"bandit-profit","Dachshunds",304
"2291",56,"Female","Married",4276,"bandit-profit","Brass Animals",114
"2292",83,"Female","Widowed",4523,"bandit-donsaluste","Dachshunds",271
"2293",71,"Male","Married",4310,"bandit-donsaluste","Dachshunds",371
"2294",62,"Female","Divorced",4615,"bandit-profit","Trading Cards",43
"2295",76,"Male","Married",5692,"bandit-donsaluste","Trading Cards",57
"2296",67,"Male","Married",4835,"bandit-donsaluste","Brass Animals",119
"2297",20,"Male","Single",2397,"bandit-picsou","Trading Cards",67
"2298",28,"Female","Married",2206,"bandit-radinou","Dachshunds",438
"2299",63,"Male","Married",4598,"bandit-profit","Trading Cards",70
"2300",63,"Female","Married",5123,"bandit-donsaluste","Dachshunds",416
"2301",72,"Male","Married",5076,"bandit-profit","Dachshunds",514
"2302",78,"Male","Married",5198,"bandit-profit","Trading Cards",57
"2303",91,"Female","Widowed",4801,"bandit-donsaluste","Brass Animals",103
"2304",29,"Female","Single",3276,"bandit-radinou","Trading Cards",47
"2305",69,"Female","Single",4830,"bandit-donsaluste","Dachshunds",449
"2306",35,"Male","Married",3648,"bandit-profit","Trading Cards",69
"2307",26,"Male","Single",3305,"bandit-donsaluste","Trading Cards",58
"2308",78,"Female","Married",4858,"bandit-donsaluste","Dachshunds",428
"2309",39,"Female","Divorced",4539,"bandit-picsou","Brass Animals",111
"2310",61,"Male","Married",5320,"bandit-profit","Dachshunds",386
"2311",58,"Male","Married",4831,"bandit-donsaluste","Brass Animals",93
"2312",22,"Female","Single",2767,"bandit-donsaluste","Trading Cards",53
"2313",51,"Male","Divorced",4369,"bandit-donsaluste","Brass Animals",121
"2314",74,"Female","Married",5022,"bandit-profit","Dachshunds",290
"2315",62,"Male","Single",5466,"bandit-profit","Brass Animals",88
"2316",29,"Male","Single",2453,"bandit-profit","Dachshunds",373
"2317",45,"Female","Married",3947,"bandit-donsaluste","Dachshunds",299
"2318",78,"Male","Widowed",4409,"bandit-radinou","Brass Animals",89
"2319",23,"Male","Single",2407,"bandit-picsou","Dachshunds",432
"2320",39,"Female","Divorced",3339,"bandit-profit","Brass Animals",75
"2321",62,"Female","Married",5141,"bandit-donsaluste","Dachshunds",313
"2322",64,"Female","Married",5335,"bandit-profit","Dachshunds",432
"2323",61,"Female","Married",4133,"bandit-donsaluste","Dachshunds",424
"2324",22,"Female","Single",3023,"bandit-radinou","Trading Cards",37
"2325",41,"Male","Married",4487,"bandit-radinou","Trading Cards",53
"2326",32,"Female","Single",3879,"bandit-radinou","Trading Cards",56
"2327",63,"Male","Married",5880,"bandit-donsaluste","Brass Animals",109
"2328",30,"Male","Single",3638,"bandit-picsou","Dachshunds",351
"2329",35,"Female","Married",3908,"bandit-radinou","Trading Cards",59
"2330",71,"Female","Married",4758,"bandit-donsaluste","Brass Animals",103
"2331",35,"Female","Married",3364,"bandit-radinou","Dachshunds",457
"2332",23,"Male","Single",2559,"bandit-radinou","Trading Cards",47
"2333",74,"Male","Married",4612,"bandit-donsaluste","Brass Animals",85
"2334",49,"Female","Single",3490,"bandit-profit","Trading Cards",66
"2335",18,"Male","Single",2765,"bandit-donsaluste","Brass Animals",105
"2336",47,"Female","Divorced",4077,"bandit-donsaluste","Dachshunds",302
"2337",34,"Female","Married",2953,"bandit-picsou","Brass Animals",90
"2338",51,"Female","Single",3798,"bandit-donsaluste","Trading Cards",42
"2339",65,"Female","Married",5385,"bandit-picsou","Dachshunds",441
"2340",30,"Male","Single",3387,"bandit-picsou","Dachshunds",526
"2341",32,"Female","Married",3156,"bandit-donsaluste","Brass Animals",94
"2342",55,"Female","Married",4736,"bandit-profit","Dachshunds",480
"2343",53,"Female","Married",5154,"bandit-donsaluste","Dachshunds",407
"2344",53,"Female","Married",3762,"bandit-donsaluste","Dachshunds",461
"2345",30,"Male","Single",3427,"bandit-radinou","Trading Cards",44
"2346",72,"Male","Single",4360,"bandit-donsaluste","Dachshunds",517
"2347",22,"Female","Single",2503,"bandit-profit","Trading Cards",42
"2348",27,"Female","Single",3483,"bandit-picsou","Dachshunds",476
"2349",60,"Male","Divorced",5374,"bandit-profit","Dachshunds",289
"2350",37,"Female","Married",3914,"bandit-picsou","Dachshunds",478
"2351",51,"Male","Single",4025,"bandit-picsou","Dachshunds",434
"2352",34,"Male","Married",4309,"bandit-donsaluste","Trading Cards",63
"2353",56,"Female","Married",4976,"bandit-donsaluste","Dachshunds",346
"2354",70,"Female","Married",5612,"bandit-donsaluste","Trading Cards",54
"2355",28,"Female","Single",3715,"bandit-profit","Trading Cards",41
"2356",39,"Female","Married",2466,"bandit-picsou","Brass Animals",94
"2357",80,"Female","Married",4113,"bandit-profit","Trading Cards",34
"2358",52,"Male","Married",4298,"bandit-profit","Dachshunds",328
"2359",23,"Female","Single",2690,"bandit-radinou","Dachshunds",466
"2360",25,"Male","Single",3161,"bandit-picsou","Brass Animals",89
"2361",66,"Male","Divorced",5208,"bandit-profit","Dachshunds",509
"2362",48,"Female","Single",3919,"bandit-donsaluste","Trading Cards",54
"2363",37,"Female","Single",4110,"bandit-picsou","Dachshunds",310
"2364",56,"Female","Widowed",4240,"bandit-profit","Brass Animals",40
"2365",32,"Female","Single",3051,"bandit-profit","Trading Cards",50
"2366",33,"Male","Single",2958,"bandit-radinou","Dachshunds",388
"2367",76,"Male","Divorced",4085,"bandit-profit","Trading Cards",55
"2368",35,"Female","Married",4017,"bandit-picsou","Dachshunds",466
"2369",24,"Female","Single",2415,"bandit-profit","Dachshunds",404
"2370",40,"Female","Single",3668,"bandit-profit","Dachshunds",488
"2371",94,"Female","Widowed",5250,"bandit-picsou","Brass Animals",85
"2372",53,"Female","Single",4868,"bandit-profit","Dachshunds",337
"2373",74,"Male","Widowed",5275,"bandit-donsaluste","Dachshunds",377
"2374",34,"Female","Married",3274,"bandit-donsaluste","Brass Animals",140
"2375",45,"Male","Married",4191,"bandit-donsaluste","Trading Cards",66
"2376",32,"Female","Married",3004,"bandit-profit","Dachshunds",416
"2377",59,"Male","Married",4650,"bandit-picsou","Dachshunds",518
"2378",57,"Male","Married",4336,"bandit-profit","Dachshunds",298
"2379",41,"Male","Married",3998,"bandit-picsou","Dachshunds",356
"2380",49,"Male","Married",3735,"bandit-donsaluste","Trading Cards",49
"2381",47,"Female","Married",4450,"bandit-donsaluste","Trading Cards",42
"2382",30,"Female","Divorced",3120,"bandit-profit","Brass Animals",108
"2383",75,"Female","Married",4734,"bandit-profit","Dachshunds",358
"2384",34,"Male","Married",3434,"bandit-picsou","Dachshunds",402
"2385",77,"Female","Married",4754,"bandit-profit","Trading Cards",46
"2386",61,"Female","Divorced",4812,"bandit-profit","Dachshunds",501
"2387",32,"Female","Married",3753,"bandit-radinou","Dachshunds",300
"2388",69,"Male","Married",5227,"bandit-profit","Dachshunds",446
"2389",68,"Male","Married",6094,"bandit-profit","Dachshunds",419
"2390",43,"Female","Married",3831,"bandit-profit","Dachshunds",247
"2391",22,"Female","Single",2103,"bandit-radinou","Dachshunds",369
"2392",72,"Male","Divorced",4757,"bandit-profit","Dachshunds",418
"2393",61,"Female","Married",4981,"bandit-profit","Trading Cards",56
"2394",74,"Male","Widowed",4984,"bandit-donsaluste","Dachshunds",350
"2395",60,"Male","Divorced",5344,"bandit-donsaluste","Brass Animals",129
"2396",58,"Female","Married",4221,"bandit-donsaluste","Trading Cards",75
"2397",74,"Female","Married",4928,"bandit-profit","Trading Cards",67
"2398",66,"Male","Married",5055,"bandit-profit","Dachshunds",348
"2399",38,"Male","Married",3538,"bandit-picsou","Dachshunds",461
"2400",71,"Female","Divorced",4741,"bandit-picsou","Brass Animals",85
"2401",32,"Male","Single",4180,"bandit-radinou","Trading Cards",36
"2402",23,"Male","Single",2578,"bandit-radinou","Trading Cards",51
"2403",36,"Female","Divorced",3503,"bandit-radinou","Trading Cards",50
"2404",21,"Male","Single",2379,"bandit-radinou","Brass Animals",123
"2405",32,"Female","Single",3440,"bandit-picsou","Trading Cards",42
"2406",24,"Female","Single",2568,"bandit-picsou","Trading Cards",40
"2407",23,"Male","Single",2552,"bandit-radinou","Trading Cards",55
"2408",61,"Male","Married",4925,"bandit-donsaluste","Brass Animals",123
"2409",95,"Male","Widowed",5088,"bandit-donsaluste","Brass Animals",121
"2410",24,"Female","Single",2738,"bandit-radinou","Dachshunds",318
"2411",28,"Female","Single",2900,"bandit-picsou","Dachshunds",339
"2412",57,"Male","Married",4289,"bandit-profit","Dachshunds",331
"2413",40,"Female","Single",4145,"bandit-donsaluste","Trading Cards",53
"2414",45,"Female","Married",4093,"bandit-picsou","Brass Animals",71
"2415",64,"Female","Married",5397,"bandit-profit","Dachshunds",566
"2416",75,"Female","Married",5259,"bandit-donsaluste","Dachshunds",587
"2417",43,"Female","Single",4089,"bandit-donsaluste","Dachshunds",435
"2418",60,"Female","Divorced",4971,"bandit-donsaluste","Dachshunds",446
"2419",69,"Female","Widowed",5148,"bandit-donsaluste","Brass Animals",96
"2420",35,"Male","Single",4512,"bandit-radinou","Trading Cards",50
"2421",42,"Female","Married",4027,"bandit-donsaluste","Dachshunds",483
"2422",58,"Female","Divorced",4545,"bandit-profit","Dachshunds",464
"2423",72,"Male","Married",4801,"bandit-radinou","Dachshunds",339
"2424",56,"Male","Divorced",4738,"bandit-profit","Dachshunds",386
"2425",46,"Female","Married",4034,"bandit-picsou","Dachshunds",344
"2426",64,"Male","Married",4475,"bandit-donsaluste","Trading Cards",54
"2427",54,"Female","Married",3980,"bandit-profit","Dachshunds",520
"2428",59,"Male","Married",4083,"bandit-donsaluste","Dachshunds",186
"2429",55,"Female","Divorced",3728,"bandit-profit","Dachshunds",409
"2430",25,"Male","Single",3113,"bandit-picsou","Trading Cards",50
"2431",63,"Male","Married",4466,"bandit-profit","Trading Cards",64
"2432",62,"Female","Married",5689,"bandit-profit","Trading Cards",48
"2433",63,"Female","Divorced",5358,"bandit-profit","Dachshunds",325
"2434",69,"Female","Single",4972,"bandit-profit","Trading Cards",36
"2435",71,"Female","Married",4728,"bandit-donsaluste","Dachshunds",359
"2436",36,"Male","Married",3853,"bandit-radinou","Trading Cards",39
"2437",38,"Male","Married",3764,"bandit-picsou","Trading Cards",54
"2438",41,"Male","Single",3967,"bandit-profit","Dachshunds",384
"2439",25,"Male","Single",3264,"bandit-radinou","Trading Cards",49
"2440",47,"Female","Single",3845,"bandit-profit","Dachshunds",294
"2441",61,"Male","Divorced",4785,"bandit-profit","Dachshunds",489
"2442",36,"Male","Single",3553,"bandit-picsou","Dachshunds",508
"2443",48,"Female","Single",3351,"bandit-donsaluste","Brass Animals",115
"2444",68,"Female","Married",4723,"bandit-picsou","Trading Cards",35
"2445",19,"Female","Single",2347,"bandit-radinou","Dachshunds",365
"2446",22,"Female","Single",2845,"bandit-donsaluste","Dachshunds",452
"2447",28,"Male","Single",2920,"bandit-profit","Trading Cards",70
"2448",54,"Male","Married",4019,"bandit-profit","Dachshunds",313
"2449",77,"Female","Widowed",4613,"bandit-donsaluste","Dachshunds",381
"2450",69,"Male","Married",4508,"bandit-profit","Brass Animals",128
"2451",61,"Female","Divorced",5049,"bandit-profit","Dachshunds",210
"2452",54,"Female","Single",4336,"bandit-picsou","Dachshunds",369
"2453",59,"Female","Married",4284,"bandit-profit","Dachshunds",459
"2454",27,"Male","Single",2946,"bandit-donsaluste","Dachshunds",462
"2455",40,"Female","Divorced",4107,"bandit-donsaluste","Dachshunds",398
"2456",35,"Male","Married",4094,"bandit-profit","Dachshunds",500
"2457",22,"Male","Single",2158,"bandit-picsou","Trading Cards",46
"2458",78,"Female","Married",5252,"bandit-donsaluste","Dachshunds",390
"2459",56,"Female","Single",4557,"bandit-donsaluste","Trading Cards",58
"2460",39,"Female","Married",3112,"bandit-picsou","Trading Cards",38
"2461",33,"Male","Married",3764,"bandit-radinou","Trading Cards",62
"2462",74,"Male","Married",4861,"bandit-profit","Trading Cards",43
"2463",26,"Male","Single",3191,"bandit-donsaluste","Trading Cards",62
"2464",75,"Female","Married",5128,"bandit-radinou","Dachshunds",330
"2465",31,"Female","Married",2928,"bandit-radinou","Trading Cards",57
"2466",30,"Male","Single",3741,"bandit-profit","Brass Animals",106
"2467",95,"Male","Widowed",4736,"bandit-profit","Dachshunds",430
"2468",21,"Female","Single",2740,"bandit-donsaluste","Trading Cards",65
"2469",52,"Male","Divorced",4513,"bandit-donsaluste","Dachshunds",393
"2470",20,"Female","Single",3113,"bandit-picsou","Dachshunds",263
"2471",70,"Female","Married",4690,"bandit-radinou","Dachshunds",354
"2472",43,"Female","Single",4061,"bandit-donsaluste","Trading Cards",53
"2473",27,"Female","Single",3120,"bandit-radinou","Dachshunds",451
"2474",43,"Female","Married",4478,"bandit-picsou","Brass Animals",96
"2475",90,"Female","Widowed",5421,"bandit-profit","Brass Animals",71
"2476",52,"Male","Single",4178,"bandit-picsou","Brass Animals",80
"2477",43,"Female","Married",4301,"bandit-profit","Dachshunds",396
"2478",83,"Male","Widowed",5550,"bandit-profit","Dachshunds",375
"2479",31,"Male","Married",3574,"bandit-radinou","Trading Cards",50
"2480",57,"Female","Divorced",4493,"bandit-donsaluste","Dachshunds",331
"2481",78,"Male","Married",5517,"bandit-profit","Dachshunds",311
"2482",56,"Female","Married",4313,"bandit-donsaluste","Dachshunds",317
"2483",35,"Male","Single",3998,"bandit-donsaluste","Trading Cards",46
"2484",31,"Male","Single",3582,"bandit-radinou","Trading Cards",47
"2485",24,"Male","Single",2777,"bandit-donsaluste","Dachshunds",389
"2486",55,"Male","Married",4663,"bandit-donsaluste","Dachshunds",474
"2487",55,"Female","Married",4040,"bandit-donsaluste","Trading Cards",39
"2488",51,"Male","Single",3818,"bandit-donsaluste","Trading Cards",41
"2489",59,"Male","Widowed",3954,"bandit-profit","Brass Animals",91
"2490",76,"Female","Married",5155,"bandit-picsou","Dachshunds",438
"2491",56,"Female","Married",4623,"bandit-profit","Dachshunds",425
"2492",64,"Male","Divorced",5107,"bandit-profit","Dachshunds",534
"2493",29,"Male","Married",3488,"bandit-profit","Brass Animals",88
"2494",79,"Male","Widowed",5712,"bandit-donsaluste","Trading Cards",51
"2495",28,"Female","Married",2704,"bandit-picsou","Trading Cards",38
"2496",82,"Male","Widowed",4963,"bandit-picsou","Brass Animals",107
"2497",51,"Male","Married",3984,"bandit-donsaluste","Brass Animals",80
"2498",93,"Female","Widowed",5507,"bandit-profit","Dachshunds",529
"2499",24,"Male","Single",2281,"bandit-picsou","Dachshunds",276
"2500",64,"Female","Divorced",5593,"bandit-profit","Dachshunds",412
"2501",40,"Female","Single",3611,"bandit-donsaluste","Trading Cards",66
"2502",57,"Male","Married",5263,"bandit-profit","Brass Animals",66
"2503",32,"Female","Married",3903,"bandit-picsou","Dachshunds",400
"2504",80,"Female","Married",4717,"bandit-donsaluste","Dachshunds",464
"2505",29,"Male","Married",3539,"bandit-radinou","Trading Cards",53
"2506",47,"Male","Single",3806,"bandit-profit","Dachshunds",337
"2507",29,"Male","Single",3073,"bandit-radinou","Trading Cards",59
"2508",57,"Female","Married",4441,"bandit-donsaluste","Dachshunds",484
"2509",40,"Female","Single",3653,"bandit-profit","Trading Cards",35
"2510",76,"Male","Divorced",5041,"bandit-profit","Brass Animals",106
"2511",28,"Female","Single",2800,"bandit-picsou","Dachshunds",395
"2512",42,"Female","Divorced",3707,"bandit-donsaluste","Dachshunds",352
"2513",69,"Female","Married",5096,"bandit-profit","Dachshunds",342
"2514",40,"Male","Single",3905,"bandit-donsaluste","Dachshunds",391
"2515",85,"Male","Married",4665,"bandit-profit","Brass Animals",100
"2516",53,"Female","Married",4110,"bandit-profit","Dachshunds",341
"2517",41,"Male","Divorced",3565,"bandit-radinou","Dachshunds",357
"2518",35,"Female","Married",3529,"bandit-picsou","Dachshunds",349
"2519",65,"Female","Divorced",4852,"bandit-donsaluste","Dachshunds",406
"2520",75,"Female","Married",4476,"bandit-profit","Dachshunds",321
"2521",33,"Female","Single",2805,"bandit-donsaluste","Dachshunds",456
"2522",78,"Male","Married",4365,"bandit-profit","Brass Animals",120
"2523",62,"Male","Divorced",5097,"bandit-profit","Brass Animals",71
"2524",80,"Male","Widowed",5102,"bandit-picsou","Brass Animals",103
"2525",70,"Male","Married",5197,"bandit-donsaluste","Dachshunds",390
"2526",82,"Male","Married",5174,"bandit-donsaluste","Dachshunds",580
"2527",25,"Female","Single",2612,"bandit-radinou","Trading Cards",49
"2528",50,"Male","Divorced",4397,"bandit-donsaluste","Dachshunds",460
"2529",54,"Male","Married",4087,"bandit-donsaluste","Dachshunds",310
"2530",82,"Male","Widowed",5573,"bandit-picsou","Brass Animals",91
"2531",50,"Male","Divorced",4058,"bandit-picsou","Dachshunds",522
"2532",67,"Female","Married",5499,"bandit-profit","Trading Cards",38
"2533",22,"Male","Single",3348,"bandit-radinou","Dachshunds",402
"2534",44,"Female","Married",4351,"bandit-donsaluste","Dachshunds",340
"2535",26,"Female","Single",3425,"bandit-picsou","Dachshunds",363
"2536",19,"Male","Single",2503,"bandit-radinou","Dachshunds",412
"2537",60,"Male","Married",4527,"bandit-donsaluste","Brass Animals",79
"2538",34,"Female","Married",3447,"bandit-profit","Dachshunds",367
