"","age","gender","status","salary","bank","activity","amount","challenge"
"1766",51,"Female","Single",5065,"bandit-donsaluste","Trading Cards",49,"OTP"
"1767",87,"Female","Married",5254,"bandit-donsaluste","Dachshunds",261,"EMAIL"
"1768",58,"Female","Married",4722,"bandit-donsaluste","Dachshunds",406,"ID"
"1769",83,"Female","Widowed",5235,"bandit-profit","Dachshunds",408,"OTP"
"1770",24,"Female","Single",2303,"bandit-picsou","Dachshunds",513,"EMAIL"
"1771",60,"Male","Married",4000,"bandit-profit","Dachshunds",360,"ID"
"1772",48,"Male","Single",3997,"bandit-donsaluste","Trading Cards",60,"OTP"
"1773",56,"Male","Divorced",4312,"bandit-donsaluste","Dachshunds",494,"ID"
"1774",49,"Male","Divorced",4717,"bandit-donsaluste","Dachshunds",344,"SMS"
"1775",46,"Male","Married",4268,"bandit-profit","Dachshunds",438,"OTP"
"1776",21,"Female","Single",2502,"bandit-radinou","Trading Cards",34,"EMAIL"
"1777",66,"Male","Divorced",5131,"bandit-profit","Trading Cards",32,"EMAIL"
"1778",46,"Male","Divorced",4674,"bandit-donsaluste","Dachshunds",406,"OTP"
"1779",36,"Male","Single",3591,"bandit-profit","Brass Animals",108,"EMAIL"
"1780",48,"Male","Divorced",4188,"bandit-donsaluste","Dachshunds",366,"SMS"
"1781",22,"Female","Single",2579,"bandit-profit","Brass Animals",74,"OTP"
"1782",37,"Female","Single",3701,"bandit-picsou","Trading Cards",43,"SMS"
"1783",49,"Male","Married",4081,"bandit-picsou","Trading Cards",63,"OTP"
"1784",61,"Male","Widowed",4444,"bandit-profit","Brass Animals",119,"ID"
"1785",22,"Female","Single",1910,"bandit-radinou","Dachshunds",304,"EMAIL"
"1786",31,"Male","Single",3165,"bandit-radinou","Dachshunds",375,"SMS"
"1787",53,"Female","Married",4468,"bandit-profit","Brass Animals",127,"OTP"
"1788",18,"Male","Single",2428,"bandit-radinou","Dachshunds",531,"OTP"
"1789",50,"Male","Married",4223,"bandit-profit","Dachshunds",334,"ID"
"1790",42,"Female","Single",4161,"bandit-picsou","Trading Cards",40,"SMS"
"1791",72,"Male","Divorced",4834,"bandit-profit","Dachshunds",495,"ID"
"1792",42,"Female","Single",3773,"bandit-donsaluste","Dachshunds",456,"OTP"
"1793",33,"Female","Single",3342,"bandit-picsou","Dachshunds",398,"SMS"
"1794",73,"Male","Married",6046,"bandit-profit","Dachshunds",487,"OTP"
"1795",21,"Male","Single",3225,"bandit-picsou","Dachshunds",434,"SMS"
"1796",62,"Female","Married",5062,"bandit-profit","Dachshunds",218,"OTP"
"1797",45,"Female","Married",4372,"bandit-picsou","Brass Animals",96,"SMS"
"1798",71,"Male","Single",4461,"bandit-donsaluste","Dachshunds",458,"ID"
"1799",37,"Female","Married",4071,"bandit-picsou","Brass Animals",109,"OTP"
"1800",92,"Female","Divorced",6040,"bandit-profit","Trading Cards",30,"OTP"
"1801",44,"Male","Married",3885,"bandit-radinou","Dachshunds",367,"ID"
"1802",56,"Male","Single",5140,"bandit-profit","Dachshunds",552,"OTP"
"1803",70,"Male","Divorced",5162,"bandit-profit","Trading Cards",65,"ID"
"1804",32,"Male","Married",3580,"bandit-radinou","Dachshunds",485,"ID"
"1805",20,"Female","Single",2224,"bandit-radinou","Trading Cards",46,"SMS"
"1806",53,"Male","Married",4441,"bandit-picsou","Trading Cards",49,"EMAIL"
"1807",51,"Female","Single",4475,"bandit-profit","Trading Cards",61,"OTP"
"1808",26,"Male","Single",3220,"bandit-profit","Dachshunds",363,"EMAIL"
"1809",47,"Female","Divorced",3559,"bandit-donsaluste","Dachshunds",288,"OTP"
"1810",30,"Male","Single",3460,"bandit-picsou","Trading Cards",54,"SMS"
"1811",35,"Female","Married",3820,"bandit-picsou","Dachshunds",498,"EMAIL"
"1812",33,"Male","Single",3111,"bandit-picsou","Trading Cards",58,"EMAIL"
"1813",31,"Female","Married",3013,"bandit-picsou","Dachshunds",432,"SMS"
"1814",24,"Female","Single",2768,"bandit-picsou","Dachshunds",408,"OTP"
"1815",48,"Female","Married",4962,"bandit-profit","Brass Animals",119,"OTP"
"1816",48,"Female","Single",4143,"bandit-donsaluste","Dachshunds",567,"EMAIL"
"1817",61,"Female","Married",4806,"bandit-profit","Dachshunds",364,"ID"
"1818",21,"Female","Single",3563,"bandit-donsaluste","Dachshunds",434,"SMS"
"1819",34,"Male","Single",3614,"bandit-picsou","Dachshunds",404,"OTP"
"1820",39,"Male","Single",3510,"bandit-picsou","Dachshunds",352,"OTP"
"1821",60,"Female","Single",4844,"bandit-donsaluste","Trading Cards",53,"OTP"
"1822",40,"Female","Single",4092,"bandit-donsaluste","Dachshunds",391,"SMS"
"1823",38,"Female","Married",4010,"bandit-donsaluste","Dachshunds",393,"SMS"
"1824",66,"Male","Married",5267,"bandit-profit","Dachshunds",449,"ID"
"1825",65,"Female","Married",4770,"bandit-donsaluste","Brass Animals",117,"OTP"
"1826",22,"Male","Single",2297,"bandit-profit","Trading Cards",43,"EMAIL"
"1827",70,"Female","Married",4680,"bandit-profit","Dachshunds",513,"OTP"
"1828",23,"Male","Single",3109,"bandit-picsou","Trading Cards",48,"EMAIL"
"1829",54,"Male","Single",4915,"bandit-profit","Trading Cards",46,"ID"
"1830",19,"Female","Single",2688,"bandit-radinou","Trading Cards",57,"SMS"
"1831",78,"Female","Widowed",4451,"bandit-profit","Brass Animals",102,"SMS"
"1832",49,"Female","Divorced",3706,"bandit-radinou","Trading Cards",60,"EMAIL"
"1833",59,"Female","Married",4913,"bandit-donsaluste","Trading Cards",50,"ID"
"1834",74,"Male","Married",5938,"bandit-profit","Dachshunds",213,"OTP"
"1835",19,"Male","Single",2517,"bandit-donsaluste","Dachshunds",389,"EMAIL"
"1836",41,"Female","Married",3777,"bandit-profit","Trading Cards",38,"OTP"
"1837",64,"Female","Divorced",5136,"bandit-profit","Dachshunds",230,"ID"
"1838",24,"Female","Single",2570,"bandit-picsou","Trading Cards",42,"OTP"
"1839",22,"Female","Single",2556,"bandit-donsaluste","Trading Cards",40,"SMS"
"1840",24,"Female","Single",2920,"bandit-donsaluste","Brass Animals",120,"EMAIL"
"1841",48,"Male","Single",4406,"bandit-profit","Trading Cards",53,"OTP"
"1842",35,"Female","Single",3604,"bandit-donsaluste","Dachshunds",439,"SMS"
"1843",45,"Female","Single",4505,"bandit-donsaluste","Trading Cards",56,"ID"
"1844",37,"Male","Married",3914,"bandit-picsou","Brass Animals",122,"SMS"
"1845",30,"Male","Single",3402,"bandit-picsou","Trading Cards",52,"SMS"
"1846",53,"Female","Divorced",3902,"bandit-picsou","Dachshunds",396,"SMS"
"1847",57,"Female","Married",4351,"bandit-profit","Trading Cards",37,"SMS"
"1848",52,"Male","Divorced",4333,"bandit-donsaluste","Dachshunds",272,"OTP"
"1849",83,"Male","Widowed",5748,"bandit-profit","Brass Animals",94,"EMAIL"
"1850",59,"Female","Married",4120,"bandit-picsou","Dachshunds",381,"EMAIL"
"1851",46,"Female","Single",3739,"bandit-donsaluste","Trading Cards",53,"ID"
"1852",34,"Female","Single",3828,"bandit-radinou","Dachshunds",464,"OTP"
"1853",48,"Male","Single",3934,"bandit-donsaluste","Dachshunds",467,"EMAIL"
"1854",47,"Female","Married",4291,"bandit-profit","Brass Animals",128,"ID"
"1855",41,"Male","Single",3658,"bandit-profit","Dachshunds",515,"SMS"
"1856",31,"Male","Married",3672,"bandit-donsaluste","Dachshunds",436,"SMS"
"1857",22,"Male","Single",3098,"bandit-donsaluste","Dachshunds",365,"ID"
"1858",60,"Female","Married",5201,"bandit-radinou","Dachshunds",373,"OTP"
"1859",28,"Female","Single",2807,"bandit-picsou","Trading Cards",48,"OTP"
"1860",30,"Female","Single",2981,"bandit-picsou","Trading Cards",24,"SMS"
"1861",24,"Female","Single",2511,"bandit-picsou","Dachshunds",467,"EMAIL"
"1862",20,"Male","Single",2897,"bandit-radinou","Trading Cards",51,"OTP"
"1863",31,"Female","Single",3433,"bandit-radinou","Trading Cards",45,"OTP"
"1864",18,"Male","Single",2459,"bandit-radinou","Dachshunds",567,"EMAIL"
"1865",78,"Female","Married",5515,"bandit-donsaluste","Brass Animals",109,"ID"
"1866",61,"Female","Divorced",4873,"bandit-donsaluste","Dachshunds",373,"ID"
"1867",71,"Male","Married",4903,"bandit-donsaluste","Dachshunds",334,"OTP"
"1868",33,"Female","Single",3575,"bandit-picsou","Trading Cards",40,"EMAIL"
"1869",60,"Male","Widowed",4747,"bandit-profit","Dachshunds",389,"ID"
"1870",28,"Female","Single",3090,"bandit-profit","Brass Animals",92,"SMS"
"1871",53,"Male","Divorced",4119,"bandit-picsou","Dachshunds",337,"OTP"
"1872",42,"Male","Single",3935,"bandit-donsaluste","Trading Cards",43,"SMS"
"1873",43,"Female","Married",4438,"bandit-donsaluste","Dachshunds",450,"OTP"
"1874",95,"Female","Widowed",5372,"bandit-donsaluste","Dachshunds",437,"EMAIL"
"1875",73,"Female","Single",4770,"bandit-donsaluste","Trading Cards",54,"ID"
"1876",68,"Female","Married",4598,"bandit-radinou","Dachshunds",342,"EMAIL"
"1877",67,"Male","Divorced",5276,"bandit-profit","Brass Animals",94,"OTP"
"1878",58,"Female","Married",4698,"bandit-profit","Dachshunds",315,"OTP"
"1879",58,"Female","Married",4663,"bandit-donsaluste","Dachshunds",333,"EMAIL"
"1880",65,"Female","Divorced",4473,"bandit-donsaluste","Brass Animals",80,"OTP"
"1881",51,"Male","Single",3786,"bandit-profit","Dachshunds",392,"ID"
"1882",51,"Female","Married",3923,"bandit-donsaluste","Dachshunds",240,"OTP"
"1883",33,"Male","Single",3229,"bandit-profit","Trading Cards",62,"EMAIL"
"1884",35,"Female","Single",3765,"bandit-donsaluste","Trading Cards",50,"EMAIL"
"1885",43,"Male","Single",4249,"bandit-donsaluste","Trading Cards",46,"EMAIL"
"1886",34,"Female","Single",2797,"bandit-radinou","Dachshunds",318,"EMAIL"
"1887",46,"Male","Divorced",3943,"bandit-radinou","Dachshunds",522,"ID"
"1888",40,"Male","Single",3870,"bandit-picsou","Trading Cards",42,"EMAIL"
"1889",54,"Male","Married",4543,"bandit-radinou","Trading Cards",60,"OTP"
"1890",32,"Female","Single",3025,"bandit-donsaluste","Trading Cards",48,"OTP"
"1891",38,"Male","Married",3759,"bandit-picsou","Dachshunds",269,"EMAIL"
"1892",74,"Female","Married",4799,"bandit-profit","Trading Cards",50,"EMAIL"
"1893",62,"Female","Single",5388,"bandit-donsaluste","Trading Cards",54,"ID"
"1894",31,"Female","Single",2850,"bandit-picsou","Trading Cards",61,"OTP"
"1895",75,"Male","Married",5210,"bandit-profit","Dachshunds",469,"ID"
"1896",69,"Male","Married",5079,"bandit-donsaluste","Brass Animals",69,"OTP"
"1897",49,"Female","Married",4107,"bandit-picsou","Brass Animals",130,"OTP"
"1898",60,"Male","Married",5644,"bandit-profit","Dachshunds",360,"ID"
"1899",20,"Female","Single",1980,"bandit-picsou","Dachshunds",331,"SMS"
"1900",30,"Female","Single",3742,"bandit-picsou","Trading Cards",40,"OTP"
"1901",19,"Male","Single",2016,"bandit-picsou","Dachshunds",429,"SMS"
"1902",74,"Female","Married",5070,"bandit-donsaluste","Brass Animals",86,"OTP"
"1903",59,"Male","Divorced",5410,"bandit-donsaluste","Dachshunds",562,"SMS"
"1904",21,"Female","Single",2255,"bandit-picsou","Trading Cards",12,"SMS"
"1905",89,"Female","Widowed",4957,"bandit-profit","Dachshunds",314,"OTP"
"1906",57,"Female","Married",4250,"bandit-profit","Trading Cards",44,"ID"
"1907",35,"Male","Married",4346,"bandit-picsou","Dachshunds",401,"SMS"
"1908",42,"Female","Married",4500,"bandit-picsou","Dachshunds",316,"OTP"
"1909",22,"Female","Single",2839,"bandit-donsaluste","Trading Cards",57,"OTP"
"1910",57,"Male","Married",4705,"bandit-picsou","Brass Animals",147,"SMS"
"1911",55,"Female","Married",4408,"bandit-profit","Trading Cards",49,"OTP"
"1912",64,"Male","Divorced",5418,"bandit-profit","Dachshunds",467,"OTP"
"1913",48,"Male","Single",4116,"bandit-donsaluste","Dachshunds",349,"SMS"
"1914",45,"Female","Single",4307,"bandit-picsou","Brass Animals",98,"OTP"
"1915",87,"Male","Widowed",5262,"bandit-profit","Brass Animals",113,"OTP"
"1916",47,"Female","Single",4110,"bandit-picsou","Trading Cards",57,"SMS"
"1917",36,"Female","Married",3747,"bandit-picsou","Brass Animals",93,"OTP"
"1918",25,"Male","Single",3302,"bandit-picsou","Trading Cards",48,"EMAIL"
"1919",82,"Male","Married",4258,"bandit-donsaluste","Dachshunds",384,"ID"
"1920",36,"Female","Single",3324,"bandit-profit","Trading Cards",42,"SMS"
"1921",74,"Female","Widowed",5095,"bandit-donsaluste","Dachshunds",465,"SMS"
"1922",46,"Female","Married",4371,"bandit-donsaluste","Trading Cards",46,"SMS"
"1923",27,"Male","Single",3209,"bandit-radinou","Trading Cards",59,"EMAIL"
"1924",21,"Male","Single",2883,"bandit-picsou","Trading Cards",38,"EMAIL"
"1925",68,"Female","Married",5238,"bandit-donsaluste","Trading Cards",53,"ID"
"1926",67,"Male","Married",5196,"bandit-donsaluste","Trading Cards",60,"SMS"
"1927",22,"Male","Single",3119,"bandit-donsaluste","Trading Cards",49,"ID"
"1928",69,"Female","Married",4901,"bandit-radinou","Dachshunds",390,"OTP"
"1929",51,"Female","Married",4067,"bandit-donsaluste","Trading Cards",47,"OTP"
"1930",36,"Female","Single",3106,"bandit-picsou","Brass Animals",98,"EMAIL"
"1931",34,"Female","Divorced",3041,"bandit-picsou","Brass Animals",113,"SMS"
"1932",30,"Female","Married",3852,"bandit-donsaluste","Trading Cards",61,"ID"
"1933",21,"Male","Single",2374,"bandit-profit","Dachshunds",411,"EMAIL"
"1934",52,"Female","Married",4231,"bandit-profit","Dachshunds",394,"ID"
"1935",43,"Male","Single",4045,"bandit-radinou","Dachshunds",365,"SMS"
"1936",29,"Female","Single",3478,"bandit-profit","Dachshunds",429,"EMAIL"
"1937",58,"Female","Divorced",4028,"bandit-profit","Brass Animals",104,"OTP"
"1938",38,"Male","Married",3016,"bandit-picsou","Brass Animals",86,"EMAIL"
"1939",53,"Female","Married",4594,"bandit-picsou","Dachshunds",365,"ID"
"1940",60,"Female","Married",4726,"bandit-donsaluste","Dachshunds",453,"OTP"
"1941",80,"Male","Widowed",5413,"bandit-donsaluste","Dachshunds",646,"ID"
"1942",28,"Male","Single",2819,"bandit-picsou","Brass Animals",142,"OTP"
"1943",61,"Female","Widowed",4945,"bandit-radinou","Brass Animals",105,"EMAIL"
"1944",48,"Male","Married",4148,"bandit-picsou","Trading Cards",53,"OTP"
"1945",23,"Male","Single",2875,"bandit-radinou","Dachshunds",409,"SMS"
"1946",23,"Male","Single",2891,"bandit-radinou","Trading Cards",65,"SMS"
"1947",48,"Male","Single",3117,"bandit-donsaluste","Trading Cards",62,"EMAIL"
"1948",62,"Female","Single",5833,"bandit-donsaluste","Dachshunds",283,"ID"
"1949",49,"Male","Divorced",4403,"bandit-donsaluste","Brass Animals",80,"EMAIL"
"1950",45,"Female","Married",4192,"bandit-profit","Dachshunds",395,"ID"
"1951",67,"Male","Divorced",4805,"bandit-donsaluste","Brass Animals",106,"OTP"
"1952",25,"Male","Single",3353,"bandit-radinou","Dachshunds",422,"OTP"
"1953",56,"Male","Married",4595,"bandit-profit","Dachshunds",512,"ID"
"1954",69,"Female","Married",5160,"bandit-donsaluste","Dachshunds",318,"OTP"
"1955",28,"Female","Single",2290,"bandit-radinou","Trading Cards",39,"SMS"
"1956",41,"Male","Single",4197,"bandit-radinou","Trading Cards",45,"OTP"
"1957",60,"Female","Married",4995,"bandit-profit","Dachshunds",386,"ID"
"1958",40,"Female","Married",4521,"bandit-profit","Trading Cards",63,"OTP"
"1959",18,"Male","Single",2395,"bandit-picsou","Dachshunds",486,"EMAIL"
"1960",39,"Male","Single",2962,"bandit-donsaluste","Brass Animals",54,"SMS"
"1961",45,"Female","Married",4627,"bandit-donsaluste","Dachshunds",440,"OTP"
"1962",34,"Female","Married",3900,"bandit-donsaluste","Brass Animals",82,"EMAIL"
"1963",53,"Male","Married",3954,"bandit-donsaluste","Brass Animals",108,"OTP"
"1964",61,"Female","Married",5039,"bandit-donsaluste","Trading Cards",45,"EMAIL"
"1965",52,"Female","Married",4392,"bandit-donsaluste","Dachshunds",371,"ID"
"1966",89,"Male","Widowed",5078,"bandit-donsaluste","Brass Animals",103,"OTP"
"1967",45,"Male","Married",4334,"bandit-donsaluste","Dachshunds",362,"ID"
"1968",26,"Female","Single",3904,"bandit-picsou","Trading Cards",47,"OTP"
"1969",76,"Female","Widowed",5492,"bandit-donsaluste","Brass Animals",89,"ID"
"1970",57,"Female","Single",4875,"bandit-profit","Trading Cards",36,"OTP"
"1971",25,"Male","Single",2542,"bandit-picsou","Trading Cards",53,"OTP"
"1972",61,"Female","Single",4445,"bandit-picsou","Trading Cards",52,"ID"
"1973",56,"Male","Married",4240,"bandit-donsaluste","Dachshunds",392,"OTP"
"1974",24,"Male","Married",2882,"bandit-donsaluste","Trading Cards",69,"SMS"
"1975",54,"Female","Widowed",3968,"bandit-radinou","Dachshunds",236,"EMAIL"
"1976",68,"Male","Married",4731,"bandit-donsaluste","Dachshunds",499,"OTP"
"1977",42,"Male","Married",4418,"bandit-profit","Brass Animals",132,"OTP"
"1978",29,"Male","Single",3272,"bandit-picsou","Trading Cards",58,"SMS"
"1979",41,"Female","Single",4098,"bandit-picsou","Dachshunds",178,"OTP"
"1980",65,"Female","Widowed",5816,"bandit-donsaluste","Brass Animals",103,"OTP"
"1981",37,"Male","Single",2924,"bandit-picsou","Trading Cards",48,"EMAIL"
"1982",64,"Male","Married",4825,"bandit-profit","Dachshunds",441,"ID"
"1983",44,"Male","Divorced",3790,"bandit-donsaluste","Dachshunds",493,"EMAIL"
"1984",71,"Female","Married",4415,"bandit-donsaluste","Brass Animals",87,"OTP"
"1985",18,"Male","Single",2489,"bandit-picsou","Dachshunds",302,"EMAIL"
"1986",57,"Male","Married",4387,"bandit-donsaluste","Dachshunds",353,"ID"
"1987",49,"Female","Divorced",3713,"bandit-donsaluste","Dachshunds",382,"OTP"
"1988",35,"Male","Married",3939,"bandit-radinou","Dachshunds",411,"OTP"
"1989",49,"Female","Married",4061,"bandit-donsaluste","Trading Cards",24,"OTP"
"1990",20,"Female","Single",2160,"bandit-radinou","Trading Cards",44,"EMAIL"
"1991",47,"Female","Married",3272,"bandit-donsaluste","Trading Cards",59,"OTP"
"1992",37,"Female","Divorced",3924,"bandit-picsou","Brass Animals",67,"SMS"
"1993",68,"Male","Married",4547,"bandit-donsaluste","Brass Animals",112,"ID"
"1994",21,"Male","Single",2477,"bandit-donsaluste","Trading Cards",58,"SMS"
"1995",72,"Female","Married",5158,"bandit-profit","Dachshunds",410,"OTP"
"1996",32,"Female","Single",3207,"bandit-donsaluste","Brass Animals",84,"EMAIL"
"1997",34,"Male","Single",2919,"bandit-picsou","Trading Cards",65,"OTP"
"1998",50,"Male","Single",3531,"bandit-picsou","Dachshunds",481,"EMAIL"
"1999",30,"Male","Married",3763,"bandit-picsou","Trading Cards",52,"SMS"
"2000",32,"Female","Single",3658,"bandit-picsou","Dachshunds",317,"SMS"
"2001",24,"Male","Single",3065,"bandit-radinou","Trading Cards",45,"EMAIL"
"2002",66,"Female","Married",5092,"bandit-profit","Dachshunds",446,"OTP"
"2003",78,"Male","Married",5577,"bandit-radinou","Dachshunds",456,"OTP"
"2004",25,"Male","Single",2839,"bandit-donsaluste","Brass Animals",82,"OTP"
"2005",61,"Female","Married",4632,"bandit-radinou","Trading Cards",57,"ID"
"2006",58,"Female","Divorced",4874,"bandit-profit","Dachshunds",389,"OTP"
"2007",24,"Male","Single",2483,"bandit-radinou","Trading Cards",48,"EMAIL"
"2008",26,"Female","Single",3183,"bandit-picsou","Trading Cards",50,"ID"
"2009",80,"Female","Divorced",5187,"bandit-profit","Dachshunds",355,"OTP"
"2010",35,"Male","Single",3946,"bandit-profit","Trading Cards",39,"OTP"
"2011",88,"Male","Widowed",5080,"bandit-picsou","Dachshunds",506,"OTP"
"2012",24,"Male","Single",2512,"bandit-profit","Dachshunds",345,"ID"
"2013",38,"Female","Married",3667,"bandit-donsaluste","Dachshunds",455,"SMS"
"2014",61,"Female","Married",4654,"bandit-picsou","Brass Animals",98,"ID"
"2015",45,"Female","Divorced",4608,"bandit-donsaluste","Dachshunds",436,"OTP"
"2016",62,"Female","Married",5105,"bandit-profit","Dachshunds",539,"ID"
"2017",18,"Male","Single",1989,"bandit-radinou","Trading Cards",31,"EMAIL"
"2018",49,"Male","Married",4789,"bandit-picsou","Trading Cards",52,"OTP"
"2019",46,"Male","Married",3801,"bandit-profit","Brass Animals",76,"SMS"
"2020",81,"Female","Widowed",5526,"bandit-radinou","Dachshunds",375,"EMAIL"
"2021",51,"Male","Single",4561,"bandit-donsaluste","Trading Cards",61,"ID"
"2022",55,"Female","Married",5236,"bandit-donsaluste","Dachshunds",397,"EMAIL"
"2023",58,"Male","Widowed",4915,"bandit-donsaluste","Brass Animals",157,"SMS"
"2024",69,"Female","Married",4832,"bandit-profit","Trading Cards",56,"OTP"
"2025",62,"Male","Divorced",5011,"bandit-picsou","Dachshunds",511,"ID"
"2026",66,"Male","Married",4782,"bandit-profit","Trading Cards",49,"OTP"
"2027",72,"Male","Widowed",4393,"bandit-donsaluste","Brass Animals",112,"ID"
